matric_pct,inter_pct,entry_test_score,eligibility_score,budget,program,university_tier,university_type,admission_chance
64,94,48,71.2,1126979,Agriculture,1,Government,Medium
89,83,40,71.9,500050,Information Technology,1,Government,Low
74,61,84,71.8,829550,Cyber Security,2,Private,Low
72,99,92,88.8,1233477,Data Science,1,Government,High
95,63,81,78.0,688203,Media Studies,3,Government,High
50,67,100,71.8,1321266,Cyber Security,1,Private,Medium
80,80,51,71.3,2294477,Civil Engineering,3,Government,High
57,90,79,76.8,1372082,Accounting & Finance,1,Government,Medium
96,67,36,66.4,2056330,Mechanical Engineering,2,Private,Medium
59,98,33,66.8,1931177,Electrical Engineering,1,Government,Low
89,91,61,81.4,1820194,BBA,1,Government,Low
69,52,96,70.3,786922,Artificial Intelligence,1,Private,Low
74,90,81,82.5,2125478,LLB,1,Private,Medium
61,57,60,59.1,835427,Information Technology,2,Government,Low
58,51,38,49.2,552518,Information Technology,1,Private,Low
86,82,69,79.3,1675891,Computer Engineering,2,Private,High
60,47,59,54.5,2121362,Computer Engineering,3,Private,Medium
92,86,49,76.7,542229,Data Science,1,Private,Low
53,51,30,45.3,1642160,Software Engineering,1,Government,Low
65,93,87,82.8,769541,Data Science,3,Government,High
100,55,42,64.6,589295,Food Science,3,Private,Medium
61,74,84,73.1,1028576,Software Engineering,2,Government,Medium
57,71,38,56.9,563726,Economics,1,Government,Low
48,80,74,68.6,653561,Accounting & Finance,1,Government,Low
52,86,100,80.0,1293876,Mechanical Engineering,2,Government,Medium
84,56,62,66.2,680641,Economics,1,Government,Low
53,74,31,54.8,1503559,Agriculture,2,Government,Low
86,46,52,59.8,1245799,Psychology,2,Private,Low
62,49,77,61.3,1290586,BBA,1,Government,Low
96,100,86,94.6,2090282,Civil Engineering,3,Private,High
95,57,50,66.3,1887111,Electrical Engineering,1,Private,Low
79,70,54,67.9,1823853,Economics,2,Government,Medium
70,72,88,76.2,604168,Marketing,1,Government,Low
58,85,72,73.0,1587047,Civil Engineering,3,Private,High
71,70,77,72.4,2132163,BBA,3,Private,High
96,64,73,76.3,1703160,Information Technology,2,Government,High
80,61,79,72.1,1325620,Economics,1,Private,Medium
76,70,92,78.4,2054065,Computer Science,1,Private,Medium
46,92,46,64.4,1692093,Mechanical Engineering,1,Government,Low
62,97,59,75.1,1684336,Economics,2,Government,Medium
65,56,67,62.0,1769372,Electrical Engineering,3,Private,Medium
81,81,48,71.1,2178683,Agriculture,2,Private,Medium
91,60,100,81.3,1667161,Economics,3,Government,High
69,66,42,59.7,2058890,LLB,3,Government,Low
85,46,68,64.3,1061124,Information Technology,1,Private,Low
89,100,49,81.4,942556,Psychology,3,Government,High
97,99,89,95.4,964787,BBA,3,Government,Medium
60,89,47,67.7,1809678,Economics,3,Government,High
91,53,33,58.4,1874980,Economics,1,Government,Low
86,46,46,58.0,2186204,Mechanical Engineering,1,Government,Low
56,73,42,58.6,2103128,Data Science,1,Private,Low
76,79,90,81.4,1387922,Economics,3,Government,High
53,85,69,70.6,521617,Psychology,1,Government,Medium
70,72,55,66.3,590184,Economics,1,Government,Low
54,98,49,70.1,1494359,Agriculture,3,Private,High
95,91,96,93.7,587122,Computer Engineering,1,Government,High
81,77,58,72.5,779968,Marketing,2,Private,Medium
79,46,79,65.8,1660438,Marketing,3,Private,High
81,77,49,69.8,668929,Accounting & Finance,1,Private,Low
77,95,32,70.7,1754790,Artificial Intelligence,3,Government,High
78,75,37,64.5,1548629,Electrical Engineering,2,Private,Medium
79,99,50,78.3,2289695,Computer Engineering,3,Private,Medium
63,79,59,68.2,1780031,Psychology,2,Private,Medium
95,87,86,89.1,1391888,Civil Engineering,2,Private,High
83,61,79,73.0,738977,Civil Engineering,2,Private,Low
95,61,53,68.8,680366,Data Science,2,Government,Low
48,52,49,49.9,1633536,Accounting & Finance,2,Private,Low
85,61,34,60.1,1600231,Data Science,3,Government,Medium
76,79,61,72.7,807210,Psychology,3,Private,High
83,81,99,87.0,1983984,Artificial Intelligence,2,Private,High
86,47,69,65.3,1957316,Marketing,1,Private,Low
47,63,84,64.5,1846469,Civil Engineering,1,Government,Low
89,60,34,60.9,706460,LLB,1,Private,Low
59,46,42,48.7,1485500,Civil Engineering,2,Private,Low
96,89,74,86.6,1336638,Economics,1,Government,High
61,47,67,57.2,1756213,Agriculture,1,Government,Low
67,75,68,70.5,2062461,Mechanical Engineering,1,Private,Medium
95,82,55,77.8,1596178,BBA,2,Government,High
49,73,65,63.4,530732,Agriculture,3,Government,Low
80,86,41,70.7,883232,Computer Science,3,Private,High
53,77,98,76.1,1580343,Computer Engineering,1,Government,Medium
79,91,54,76.3,1711374,Civil Engineering,2,Government,Medium
86,91,49,76.9,1249850,Computer Engineering,2,Government,High
90,65,70,74.0,1863654,Information Technology,2,Private,Medium
82,46,71,64.3,1918990,BBA,2,Government,Medium
72,97,88,86.8,2181446,Computer Science,1,Private,High
77,48,47,56.4,865683,Economics,2,Government,Low
45,70,31,50.8,1368336,Electrical Engineering,2,Private,Low
48,74,98,73.4,887326,Psychology,2,Private,Medium
53,86,91,77.6,507799,Software Engineering,1,Private,Low
76,67,33,59.5,919054,Software Engineering,3,Government,Medium
51,49,64,54.1,611213,Mechanical Engineering,1,Government,Low
52,45,74,55.8,2286098,Electrical Engineering,1,Government,Low
55,51,87,63.0,1073185,Information Technology,2,Government,Low
96,67,61,73.9,1461888,BBA,3,Private,High
85,55,37,58.6,1713237,Accounting & Finance,2,Private,Low
60,81,65,69.9,1006518,Civil Engineering,3,Private,High
66,76,64,69.4,1852316,Civil Engineering,2,Private,Low
60,73,50,62.2,1143785,Data Science,2,Private,Medium
80,87,30,67.8,1311957,Electrical Engineering,3,Private,High
59,59,52,56.9,638387,Computer Science,2,Government,Low
97,99,100,98.7,1649081,Cyber Security,3,Government,High
79,82,68,76.9,1800159,Accounting & Finance,2,Government,High
91,100,96,96.1,1288547,Psychology,2,Government,Medium
81,69,77,75.0,780335,Economics,2,Private,Low
78,72,54,68.4,1969900,Artificial Intelligence,3,Government,High
63,81,76,74.1,1915884,LLB,2,Private,Medium
64,71,52,63.2,1434719,Marketing,1,Government,Low
61,77,50,64.1,2073281,Economics,1,Government,Low
69,48,99,69.6,1164708,Software Engineering,2,Government,Medium
66,73,46,62.8,848280,Media Studies,2,Government,Medium
67,59,53,59.6,816059,Computer Science,2,Government,Low
47,77,42,57.5,2187426,Agriculture,3,Government,Medium
83,89,37,71.6,1356405,LLB,3,Government,Medium
72,88,93,84.7,1513052,Food Science,2,Government,High
45,52,72,55.9,1356290,Electrical Engineering,3,Government,Medium
95,84,57,79.2,742250,Data Science,1,Private,Low
81,99,91,91.2,987535,Accounting & Finance,3,Private,High
99,69,100,87.3,623718,Electrical Engineering,2,Private,Low
60,81,57,67.5,526067,Food Science,1,Government,Low
84,80,35,67.7,951323,Cyber Security,3,Government,High
85,59,80,73.1,1926027,Civil Engineering,2,Government,Low
63,45,82,61.5,708942,BBA,2,Government,Low
94,77,72,80.6,2147590,LLB,2,Government,High
76,56,34,55.4,1958560,Artificial Intelligence,3,Private,Medium
62,51,45,52.5,1522830,Software Engineering,1,Private,Low
56,61,75,63.7,1691725,Computer Engineering,3,Government,Medium
56,80,98,78.2,2213120,Artificial Intelligence,3,Government,Medium
82,65,96,79.4,527260,LLB,1,Government,Low
87,93,36,74.1,964621,Computer Engineering,2,Government,Medium
79,66,53,66.0,1817391,Economics,1,Government,Low
87,48,65,64.8,1202166,Cyber Security,3,Private,Medium
67,55,97,71.2,1428840,Economics,3,Private,High
51,100,89,82.0,1917998,Software Engineering,3,Government,High
70,77,94,80.0,877844,Agriculture,2,Government,Low
99,94,60,85.3,604314,Computer Engineering,1,Government,High
79,63,64,68.1,658362,LLB,3,Private,High
55,74,67,66.2,2272815,Software Engineering,2,Private,Medium
82,84,44,71.4,1541271,Software Engineering,2,Private,Medium
93,51,54,64.5,1798560,Computer Science,2,Government,Low
84,77,39,67.7,1080754,Cyber Security,1,Government,Low
100,98,100,99.2,1358420,LLB,3,Private,High
93,76,98,87.7,738031,Agriculture,3,Private,High
67,46,57,55.6,1597272,Information Technology,1,Government,Low
46,86,80,72.2,1732001,Marketing,1,Private,Low
79,58,98,76.3,1565430,Psychology,1,Private,Medium
58,84,63,69.9,545138,Information Technology,1,Private,Low
49,100,80,78.7,1981816,Software Engineering,2,Private,High
96,95,88,93.2,1533285,Computer Engineering,3,Government,High
47,46,83,57.4,1493962,Civil Engineering,1,Private,Low
56,84,62,69.0,1918313,Data Science,3,Private,High
87,46,52,60.1,1852257,Accounting & Finance,3,Government,Medium
63,53,55,56.6,1119600,Data Science,2,Private,Low
90,60,47,65.1,1524548,Civil Engineering,1,Government,Low
48,93,69,72.3,1097599,Mechanical Engineering,1,Government,Medium
63,45,70,57.9,1731812,BBA,2,Private,Low
62,79,61,68.5,1321072,Civil Engineering,1,Government,Low
59,78,33,58.8,1607815,Mechanical Engineering,1,Government,Low
75,98,76,84.5,1189104,Mechanical Engineering,3,Government,High
85,89,66,80.9,998655,Mechanical Engineering,3,Government,Medium
81,58,95,76.0,1936384,Agriculture,3,Private,High
86,67,32,62.2,1774988,Economics,3,Private,Medium
64,61,72,65.2,2162143,LLB,2,Government,Medium
94,93,92,93.0,1693945,Computer Engineering,3,Government,High
81,96,45,76.2,1647429,Computer Science,1,Government,Low
50,90,71,72.3,675501,Software Engineering,3,Private,High
59,68,88,71.3,1384772,Civil Engineering,1,Private,Low
77,95,57,78.2,2163093,Data Science,2,Government,High
64,45,51,52.5,1605963,Computer Science,1,Private,Low
67,72,61,67.2,1332293,LLB,3,Government,Medium
52,55,53,53.5,1968053,Software Engineering,1,Private,Low
94,59,67,71.9,1465484,Civil Engineering,2,Government,Medium
83,56,52,62.9,1827409,Economics,3,Private,Medium
66,65,75,68.3,614166,Media Studies,2,Private,Medium
73,76,39,64.0,1550844,Agriculture,1,Government,Low
92,51,40,60.0,655886,Psychology,1,Government,Low
80,97,94,91.0,1825289,LLB,2,Private,High
95,82,62,79.9,954884,Information Technology,3,Government,Medium
68,47,96,68.0,565721,Electrical Engineering,1,Government,Low
48,62,50,54.2,2296505,Data Science,1,Private,Low
46,75,39,55.5,1919680,Data Science,1,Private,Low
89,69,48,68.7,728510,Data Science,2,Government,Medium
76,61,67,67.3,1686801,Mechanical Engineering,2,Private,Medium
95,66,54,71.1,575514,Psychology,1,Government,Medium
98,56,74,74.0,2211833,Computer Engineering,2,Government,Medium
73,91,85,83.8,638062,Food Science,1,Private,Low
81,48,32,53.1,1865245,Information Technology,1,Private,Low
61,57,39,52.8,666964,Psychology,1,Private,Low
51,50,35,45.8,519617,Economics,2,Government,Low
49,85,77,71.8,717259,LLB,3,Government,High
100,79,71,82.9,1448545,Civil Engineering,1,Government,Low
80,64,95,78.1,1936433,Media Studies,2,Private,High
94,67,66,74.8,1174636,Marketing,2,Private,Medium
97,76,50,74.5,2012820,Accounting & Finance,2,Government,Low
67,70,100,78.1,1771148,Media Studies,1,Government,Low
48,79,80,70.0,1751320,Agriculture,2,Government,Medium
87,85,65,79.6,916597,Media Studies,2,Private,Medium
66,100,90,86.8,1108597,Data Science,2,Private,High
87,50,73,68.0,2270877,LLB,1,Private,Medium
98,93,71,87.9,2038502,Accounting & Finance,3,Private,High
66,51,87,66.3,649101,Information Technology,3,Private,High
95,55,94,78.7,1553366,LLB,1,Private,Medium
74,70,34,60.4,2257412,Food Science,2,Government,Medium
100,52,38,62.2,967943,Mechanical Engineering,2,Government,Low
99,88,47,79.0,1920087,Economics,1,Government,Medium
85,74,82,79.7,1528397,Artificial Intelligence,3,Private,High
48,90,77,73.5,1440565,Data Science,3,Private,High
100,81,94,90.6,559446,Artificial Intelligence,3,Government,High
68,81,31,62.1,2283204,LLB,1,Government,Low
81,75,46,68.1,1583465,Civil Engineering,3,Government,High
47,73,51,58.6,1430170,Economics,3,Government,Medium
73,55,96,72.7,2075336,BBA,3,Government,High
74,92,49,73.7,2266523,Accounting & Finance,2,Government,Medium
60,55,57,57.1,2146108,Computer Engineering,2,Private,Low
49,92,98,80.9,1551133,Agriculture,1,Private,Low
82,81,45,70.5,1859934,Economics,1,Government,Medium
79,65,36,60.5,1786378,Civil Engineering,3,Private,Medium
78,88,44,71.8,1202628,Artificial Intelligence,1,Government,Medium
65,73,80,72.7,1002601,Electrical Engineering,1,Government,Medium
80,62,96,77.6,613750,Information Technology,1,Private,Low
91,47,39,57.8,2267925,Food Science,2,Private,Low
87,84,45,73.2,575349,Computer Science,1,Private,Low
58,85,81,75.7,2195705,Cyber Security,1,Private,Low
95,65,63,73.4,1143430,Food Science,1,Private,Low
64,89,86,80.6,1836044,Accounting & Finance,2,Private,Medium
59,51,69,58.8,2031042,BBA,3,Private,Medium
95,58,56,68.5,1748419,Food Science,3,Private,High
95,64,57,71.2,1795594,Data Science,3,Private,High
55,81,52,64.5,987255,Electrical Engineering,1,Government,Low
77,99,83,87.6,858800,Cyber Security,2,Government,Medium
65,100,47,73.6,1404570,Computer Science,3,Government,High
95,59,77,75.2,1607656,Agriculture,1,Government,Medium
81,48,56,60.3,1360204,LLB,3,Private,Medium
70,50,71,62.3,1415419,Economics,3,Private,Medium
77,74,34,62.9,1489917,Accounting & Finance,3,Government,Medium
67,71,83,73.4,1683474,Computer Science,1,Government,Medium
87,49,32,55.3,722649,Data Science,1,Government,Low
50,52,71,57.1,992034,Civil Engineering,2,Private,Low
87,97,90,91.9,1455272,Electrical Engineering,2,Government,Medium
76,53,92,71.6,1445533,Economics,1,Government,Medium
77,47,90,68.9,2259380,Computer Engineering,3,Government,High
62,82,61,69.7,2153720,Agriculture,3,Government,High
47,100,51,69.4,1245864,Food Science,2,Government,Medium
80,59,41,59.9,2145968,Marketing,1,Private,Low
80,75,64,73.2,704166,Data Science,3,Private,High
74,85,91,83.5,1535801,Artificial Intelligence,1,Government,Medium
94,92,69,85.7,1315429,Accounting & Finance,3,Private,Medium
88,87,77,84.3,795449,Computer Engineering,3,Government,Medium
100,61,90,81.4,1160667,Mechanical Engineering,3,Private,High
74,68,86,75.2,1958447,BBA,3,Private,High
50,85,78,72.4,1795608,Electrical Engineering,1,Private,Low
63,59,59,60.2,928817,Marketing,2,Government,Low
90,89,55,79.1,1295435,Cyber Security,2,Private,High
95,61,55,69.4,724867,Software Engineering,1,Government,Low
52,45,97,62.7,2171844,Economics,1,Private,Low
68,47,94,67.4,1183890,Information Technology,1,Private,Low
66,61,49,58.9,603835,Civil Engineering,1,Government,Low
85,49,69,65.8,2074445,Software Engineering,2,Government,Medium
48,68,86,67.4,894874,Cyber Security,2,Government,Medium
95,71,89,83.6,1459951,Software Engineering,3,Private,High
74,99,55,78.3,947912,Artificial Intelligence,1,Government,Medium
59,56,44,53.3,2190090,Psychology,3,Government,Low
54,70,80,68.2,811395,Computer Science,2,Private,Medium
69,93,92,85.5,516345,Artificial Intelligence,3,Government,High
67,72,77,72.0,1868142,Civil Engineering,3,Private,High
83,78,89,82.8,1405771,Software Engineering,1,Private,Low
79,57,47,60.6,1006442,Agriculture,3,Government,Medium
77,59,68,67.1,1528991,Mechanical Engineering,1,Private,Medium
85,69,56,69.9,1812898,Computer Engineering,3,Government,High
47,96,94,80.7,1559979,Media Studies,3,Government,High
54,62,85,66.5,1969138,Computer Engineering,2,Government,Medium
99,45,30,56.7,1082891,LLB,2,Private,Low
87,65,58,69.5,533406,Media Studies,2,Government,Low
51,86,98,79.1,920886,Cyber Security,2,Government,Low
53,72,81,69.0,1560490,Information Technology,2,Private,Medium
74,90,77,81.3,855517,Food Science,3,Private,High
45,82,30,55.3,1006183,Artificial Intelligence,2,Government,Low
56,53,86,63.8,636929,BBA,1,Private,Low
90,100,76,89.8,753581,Computer Engineering,3,Private,High
49,66,35,51.6,1506620,Marketing,3,Private,Medium
55,61,52,56.5,1769588,Civil Engineering,1,Government,Low
67,78,98,80.7,1245337,Accounting & Finance,2,Private,Medium
80,100,59,81.7,1010100,Accounting & Finance,3,Private,High
87,65,95,80.6,792641,Computer Science,3,Private,High
48,88,60,67.6,1992557,Psychology,1,Private,Medium
76,50,85,68.3,500842,Data Science,3,Private,High
88,62,85,76.7,1285426,Psychology,3,Private,High
59,71,61,64.4,954136,Mechanical Engineering,1,Private,Low
73,45,39,51.6,1010888,Media Studies,3,Government,Medium
84,97,36,74.8,1387481,Artificial Intelligence,2,Government,Medium
92,91,96,92.8,1931978,Accounting & Finance,2,Government,High
91,100,64,86.5,1848655,Psychology,3,Government,High
82,71,74,75.2,1889732,Mechanical Engineering,3,Private,High
72,54,49,57.9,897330,Electrical Engineering,3,Private,Low
90,57,98,79.2,920870,Marketing,1,Government,Low
97,80,50,76.1,1433494,Software Engineering,3,Government,High
66,69,30,56.4,1233027,Computer Engineering,1,Government,Low
53,77,75,69.2,1190621,Civil Engineering,3,Private,High
95,66,87,81.0,600527,Media Studies,2,Private,Medium
65,100,50,74.5,971171,Psychology,1,Government,Low
70,73,77,73.3,1917337,Computer Engineering,2,Government,Medium
83,92,41,74.0,1380995,LLB,2,Private,Medium
99,83,34,73.1,531077,Electrical Engineering,1,Private,Low
81,62,69,69.8,557230,Psychology,3,Government,High
74,57,86,70.8,1495205,Data Science,2,Government,Medium
75,91,73,80.8,725924,Marketing,3,Private,High
66,83,65,72.5,917179,Civil Engineering,3,Government,High
97,91,79,89.2,1417429,Economics,1,Private,Low
85,50,79,69.2,1202396,Electrical Engineering,1,Private,Medium
63,74,66,68.3,940069,Economics,1,Private,Low
62,47,52,53.0,1927639,LLB,1,Government,Low
47,45,67,52.2,653264,LLB,1,Government,Low
48,93,49,66.3,2032570,Computer Engineering,2,Government,Medium
84,67,97,81.1,1420301,Mechanical Engineering,3,Private,Medium
72,47,62,59.0,705839,Accounting & Finance,3,Government,Medium
97,60,58,70.5,724880,LLB,1,Government,Medium
80,46,86,68.2,1401418,Computer Engineering,2,Government,Medium
76,69,88,76.8,673740,Information Technology,2,Government,Medium
62,73,93,75.7,1037074,Software Engineering,3,Government,High
56,87,49,66.3,2064971,Civil Engineering,3,Government,High
75,85,34,66.7,838839,LLB,3,Government,High
89,64,51,67.6,2124142,Computer Science,1,Private,Medium
74,100,65,81.7,990662,Artificial Intelligence,3,Private,Medium
57,97,74,78.1,1168064,Cyber Security,1,Private,Low
47,93,38,62.7,1172741,Psychology,1,Government,Low
79,88,74,81.1,2133172,Mechanical Engineering,3,Government,High
68,76,50,65.8,1434498,Accounting & Finance,2,Private,Medium
70,79,56,69.4,617359,Civil Engineering,1,Private,Low
96,54,72,72.0,1167110,Electrical Engineering,2,Government,Low
56,96,34,65.4,811581,Cyber Security,2,Private,Low
60,73,41,59.5,1952575,Food Science,3,Government,Medium
49,87,53,65.4,1861017,Mechanical Engineering,2,Government,Medium
54,52,41,49.3,550675,Mechanical Engineering,3,Private,Low
48,69,100,72.0,722115,Agriculture,1,Government,Medium
81,99,69,84.6,1149082,Accounting & Finance,2,Government,High
47,74,90,70.7,1054172,Electrical Engineering,2,Government,Medium
81,49,65,63.4,1254305,Food Science,2,Government,Low
60,75,98,77.4,2062433,Computer Engineering,1,Government,Medium
48,99,59,71.7,1288623,Data Science,3,Private,Medium
87,56,63,67.4,1399940,Marketing,1,Private,Medium
87,87,90,87.9,1337725,Psychology,1,Private,Low
94,82,64,80.2,1719291,Agriculture,2,Government,High
74,86,89,83.3,974350,Electrical Engineering,1,Government,Medium
54,51,34,46.8,1750187,Electrical Engineering,2,Government,Low
89,77,56,74.3,1570088,Mechanical Engineering,1,Private,Medium
75,62,56,64.1,2021074,Mechanical Engineering,1,Private,Low
53,98,78,78.5,1934600,Psychology,3,Private,High
71,50,64,60.5,1981500,Software Engineering,3,Private,Medium
45,56,36,46.7,1724363,Artificial Intelligence,2,Private,Low
79,61,69,68.8,597891,Electrical Engineering,1,Government,Low
63,46,59,55.0,1053429,Psychology,3,Private,Low
49,67,47,55.6,1878448,Electrical Engineering,1,Private,Low
78,74,37,64.1,544288,Mechanical Engineering,1,Government,Low
65,72,35,58.8,1977687,Cyber Security,1,Private,Low
85,99,52,80.7,620912,Marketing,3,Private,High
71,71,42,62.3,2136027,Data Science,3,Private,Medium
76,73,37,63.1,1979878,LLB,1,Private,Low
81,95,59,80.0,1766588,LLB,3,Government,High
55,60,90,67.5,2270553,Marketing,1,Government,Low
100,71,63,77.3,898091,LLB,1,Private,Low
64,90,70,76.2,1700643,Information Technology,3,Government,High
89,71,36,65.9,710147,Electrical Engineering,2,Private,Low
63,66,62,63.9,767115,Data Science,1,Government,Low
98,75,69,80.1,1531263,Accounting & Finance,1,Private,Low
72,71,38,61.4,1578119,Media Studies,3,Government,Medium
77,89,47,72.8,880123,Information Technology,3,Government,High
53,69,50,58.5,805779,Marketing,2,Government,Low
68,99,93,87.9,1495913,Computer Engineering,1,Government,High
54,94,87,79.9,1906906,Information Technology,2,Government,High
53,68,77,66.2,1403017,Food Science,2,Private,Medium
74,82,63,73.9,1925869,Computer Engineering,3,Government,High
54,62,36,51.8,518176,Software Engineering,2,Private,Low
51,73,100,74.5,1591333,Computer Engineering,2,Government,Medium
50,82,89,74.5,1059192,Accounting & Finance,2,Government,Medium
78,48,85,68.1,528938,Cyber Security,2,Private,Medium
54,57,89,65.7,1947592,Media Studies,3,Government,High
64,65,74,67.4,2039508,Civil Engineering,2,Private,Medium
67,45,47,52.2,976454,Computer Science,3,Government,Medium
63,69,84,71.7,2147720,Software Engineering,1,Private,Medium
87,57,64,68.1,1932739,Mechanical Engineering,1,Government,Low
99,63,78,78.3,1233797,Software Engineering,3,Government,High
65,93,35,67.2,1251039,Cyber Security,1,Private,Medium
82,87,69,80.1,2020799,Civil Engineering,2,Private,High
91,66,51,69.0,1613381,Software Engineering,2,Private,Medium
69,92,86,83.3,1364459,Agriculture,2,Private,High
89,69,81,78.6,1222540,LLB,1,Government,Low
91,87,43,75.0,1688140,Accounting & Finance,3,Private,High
77,58,92,73.9,1647209,Economics,1,Private,Low
85,62,30,59.3,1804633,Accounting & Finance,3,Private,Medium
50,69,78,66.0,2039530,Psychology,3,Private,High
49,53,36,46.7,1345694,Information Technology,2,Government,Low
95,83,82,86.3,1687525,Accounting & Finance,3,Private,High
53,68,70,64.1,1191409,Agriculture,2,Private,Low
99,81,86,87.9,1547358,Agriculture,1,Private,Low
56,51,80,61.2,1261685,Agriculture,3,Private,Low
79,87,43,71.4,1152437,Cyber Security,3,Government,Medium
71,83,34,64.7,1940783,Electrical Engineering,3,Private,Medium
78,74,74,75.2,2078432,Software Engineering,1,Private,Medium
48,58,77,60.7,1060256,Food Science,3,Government,Medium
88,75,76,79.2,1363247,Media Studies,1,Private,Low
86,74,42,68.0,962874,Agriculture,2,Private,Medium
80,85,31,67.3,916927,LLB,2,Private,Low
48,72,51,58.5,629180,Agriculture,1,Private,Low
55,50,74,58.7,1306258,Civil Engineering,3,Government,Medium
64,52,98,69.4,592450,Marketing,3,Government,High
50,76,47,59.5,881528,Accounting & Finance,2,Private,Low
53,92,100,82.7,812084,LLB,1,Government,Medium
51,57,98,67.5,1752604,Computer Science,1,Private,Medium
97,96,34,77.7,1610384,Computer Science,2,Private,High
79,88,91,86.2,719882,Computer Engineering,2,Government,Low
72,99,42,73.8,1421812,Accounting & Finance,1,Private,Low
67,79,87,77.8,1257334,Agriculture,3,Government,High
87,86,41,72.8,2298168,Civil Engineering,1,Private,Medium
89,81,84,84.3,1760914,Food Science,1,Private,Medium
61,100,40,70.3,1792755,Data Science,3,Government,High
48,64,82,64.6,1332464,Media Studies,3,Government,Low
68,85,53,70.3,626126,Data Science,1,Private,Low
86,83,75,81.5,1142724,Psychology,1,Private,Low
76,71,79,74.9,837422,Psychology,1,Private,Low
80,71,33,62.3,1651742,Media Studies,3,Private,Medium
45,70,46,55.3,1084546,Cyber Security,1,Private,Low
70,68,92,75.8,1969980,Software Engineering,1,Government,Low
94,94,65,85.3,1803106,Civil Engineering,2,Private,Medium
94,83,56,78.2,2222652,Cyber Security,3,Private,Medium
77,88,88,84.7,2182174,Accounting & Finance,2,Government,Medium
82,64,84,75.4,2236646,Data Science,2,Government,High
72,98,92,88.4,1710331,LLB,2,Government,High
56,51,34,47.4,1335301,Media Studies,1,Private,Low
85,91,94,90.1,823390,Media Studies,1,Private,Low
99,81,93,90.0,2190973,Information Technology,2,Private,High
80,89,70,80.6,2247638,Economics,3,Government,High
60,83,86,77.0,1084962,Agriculture,2,Government,Medium
68,89,70,77.0,1630365,Media Studies,3,Government,High
55,55,93,66.4,944710,Information Technology,3,Government,High
88,70,99,84.1,1796006,Computer Science,2,Private,High
62,83,83,76.7,1287602,Computer Science,2,Private,High
63,100,86,84.7,547560,BBA,3,Government,Medium
82,68,69,72.5,1088904,Computer Engineering,1,Government,Medium
96,98,85,93.5,2161916,Electrical Engineering,1,Private,High
93,83,69,81.8,1663040,Economics,3,Private,High
45,72,55,58.8,1717977,Electrical Engineering,3,Government,Medium
66,74,51,64.7,2133384,BBA,2,Private,Medium
68,82,44,66.4,2123798,BBA,2,Private,Medium
100,96,67,88.5,1298888,LLB,3,Government,High
73,46,31,49.6,753751,Cyber Security,1,Private,Low
48,47,85,58.7,1129738,Food Science,2,Private,Low
55,90,90,79.5,888974,Economics,2,Government,Medium
57,56,47,53.6,920333,Agriculture,3,Government,Medium
48,71,88,69.2,1529487,Economics,1,Private,Medium
59,64,52,58.9,2271625,Food Science,2,Government,Low
88,60,89,77.1,514029,Information Technology,1,Government,Medium
74,69,48,64.2,1385654,Civil Engineering,3,Government,Medium
53,96,84,79.5,1780379,LLB,2,Government,High
52,60,95,68.1,1964711,Food Science,3,Government,High
76,92,90,86.6,754381,Information Technology,1,Government,High
47,99,32,63.3,1575154,Artificial Intelligence,2,Government,Medium
97,61,57,70.6,2059528,Accounting & Finance,2,Private,Medium
63,90,98,84.3,1407532,Marketing,2,Private,High
70,75,36,61.8,549761,Civil Engineering,3,Private,Medium
95,93,85,91.2,1473904,LLB,2,Private,Medium
97,47,34,58.1,2013036,Data Science,3,Government,Low
69,99,76,83.1,863564,Marketing,1,Government,Low
100,47,45,62.3,843855,Cyber Security,3,Private,Low
65,52,100,70.3,1551838,BBA,1,Government,Medium
85,60,89,76.2,1324033,Computer Science,2,Private,Medium
51,62,36,50.9,2078972,Mechanical Engineering,2,Government,Low
48,46,60,50.8,984531,Data Science,3,Private,Medium
61,60,65,61.8,1136617,Food Science,3,Private,Medium
70,76,73,73.3,2037781,LLB,3,Private,High
62,82,89,78.1,1483866,Agriculture,2,Private,High
86,96,56,81.0,2066004,Computer Engineering,1,Government,Medium
60,79,63,68.5,1115773,Computer Engineering,3,Private,High
83,66,47,65.4,2020505,Information Technology,2,Private,Low
53,54,82,62.1,1239409,Agriculture,3,Government,Medium
77,90,84,84.3,1766973,Computer Science,1,Government,Low
47,47,54,49.1,1029695,Food Science,2,Private,Low
47,63,51,54.6,887214,Agriculture,2,Government,Low
52,51,62,54.6,874497,BBA,3,Private,Low
75,60,35,57.0,1736776,Artificial Intelligence,2,Government,Low
100,69,33,67.5,1309726,Economics,2,Private,Medium
59,97,42,69.1,1531205,Civil Engineering,2,Private,Medium
100,96,86,94.2,1342490,BBA,3,Government,Medium
64,56,92,69.2,930303,Electrical Engineering,3,Private,High
71,80,70,74.3,1823560,Civil Engineering,1,Private,Low
97,93,78,89.7,665010,Marketing,3,Government,High
96,68,59,73.7,1625461,Computer Science,2,Private,Medium
59,77,72,70.1,514434,Marketing,2,Private,Medium
99,89,50,80.3,1983279,Electrical Engineering,2,Private,High
49,98,32,63.5,1251417,Data Science,2,Private,Low
71,94,97,88.0,2003655,Computer Science,3,Government,High
84,55,38,58.6,1540957,LLB,2,Private,Low
80,66,92,78.0,837369,Computer Engineering,1,Government,Medium
